id,species,height,dbh,lat,lng,condition
482,ulmus minor,18,12.7,52.359102,4.891672,fair
483,quercus robur,6,2.54,52.361566,4.899656,excellent
484,acer pseudoplatanus,6,2.54,52.361573,4.899698,fair
485,quercus robur,15,10.16,52.363527,4.893688,good
486,tilia cordata,6,2.54,52.360836,4.900465,excellent
487,fraxinus excelsior,9,5.08,52.359415,4.897147,fair
488,quercus robur,18,12.7,52.359044,4.891543,good
489,betula pendula,6,2.54,52.363925,4.890775,good
490,tilia cordata,15,10.16,52.363394,4.894657,excellent
491,quercus robur,9,7.62,52.363285,4.896372,fair
492,acer platanoides,15,10.16,52.363352,4.894995,good
493,quercus robur,15,10.16,52.363376,4.894813,excellent
494,acer pseudoplatanus,15,10.16,52.363435,4.89717,fair
495,acer platanoides,15,10.16,52.364423,4.900733,good
496,fraxinus excelsior,15,10.16,52.363992,4.898498,fair
497,quercus robur,15,10.16,52.364033,4.898674,good
498,quercus robur,15,10.16,52.363638,4.8966,excellent
499,fagus sylvatica,15,10.16,52.363641,4.895033,fair
500,fagus sylvatica,9,7.62,52.363692,4.896872,good
501,acer pseudoplatanus,15,10.16,52.363693,4.894667,excellent
502,betula pendula,9,7.62,52.363719,4.897007,fair
503,ulmus minor,9,7.62,52.363743,4.897134,good
504,ulmus minor,9,7.62,52.363768,4.897271,excellent
505,quercus robur,15,10.16,52.363585,4.896307,fair
506,ulmus minor,9,7.62,52.363903,4.890936,fair
507,fraxinus excelsior,15,10.16,52.363785,4.891803,good
508,acer pseudoplatanus,15,10.16,52.364201,4.8909,excellent
509,ulmus minor,18,12.7,52.364335,4.889925,fair
510,ulmus minor,15,10.16,52.365589,4.88675,good
511,crataegus monogyna,15,10.16,52.364307,4.89013,excellent
512,ulmus minor,15,10.16,52.364254,4.890512,fair
513,fagus sylvatica,15,10.16,52.364228,4.890712,good
514,fagus sylvatica,15,10.16,52.364092,4.891696,excellent
515,fraxinus excelsior,15,10.16,52.364172,4.891116,fair
516,crataegus monogyna,15,10.16,52.364599,4.888479,excellent
517,acer pseudoplatanus,15,10.16,52.364145,4.891313,fair
518,quercus robur,18,12.7,52.363832,4.891456,good
519,betula pendula,18,12.7,52.363807,4.891641,excellent
520,quercus robur,15,10.16,52.363762,4.891988,fair
521,ulmus minor,15,10.16,52.364366,4.889688,fair
522,ulmus minor,15,10.16,52.363878,4.891124,good
523,alnus glutinosa,15,10.16,52.359304,4.891115,fair
524,fagus sylvatica,15,10.16,52.366268,4.885566,excellent
525,quercus robur,15,10.16,52.359287,4.890799,fair
526,ulmus minor,15,10.16,52.366054,4.885943,good
527,acer platanoides,15,10.16,52.363425,4.894475,fair
528,fraxinus excelsior,15,10.16,52.363445,4.894298,good
529,acer platanoides,15,10.16,52.363949,4.89059,fair
530,alnus glutinosa,9,7.62,52.364044,4.889889,good
531,acer pseudoplatanus,15,10.16,52.364281,4.890315,excellent
532,crataegus monogyna,9,5.08,52.366618,4.885627,excellent
533,acer platanoides,9,5.08,52.365754,4.886459,fair
534,quercus robur,15,10.16,52.363257,4.895708,excellent
535,ulmus minor,9,7.62,52.363303,4.895358,fair
536,acer platanoides,15,10.16,52.363329,4.895176,good
537,acer pseudoplatanus,15,10.16,52.363362,4.896785,excellent
538,acer platanoides,9,5.08,52.359384,4.896666,excellent
539,quercus robur,15,10.16,52.364284,4.900007,excellent
540,quercus robur,15,10.16,52.364316,4.900166,fair
541,fagus sylvatica,15,10.16,52.364352,4.900356,good
542,ulmus minor,15,10.16,52.364383,4.900528,excellent
543,quercus robur,15,10.16,52.364246,4.899794,excellent
544,thuja occidentalis,15,10.16,52.364143,4.899253,fair
545,quercus robur,15,10.16,52.364213,4.899627,good
546,tilia cordata,15,10.16,52.364122,4.900746,excellent
547,tilia cordata,15,10.16,52.364158,4.900929,fair
548,acer platanoides,15,10.16,52.364085,4.900563,good
549,quercus robur,15,10.16,52.364106,4.899062,excellent
550,acer platanoides,15,10.16,52.363944,4.89982,fair
551,ulmus minor,15,10.16,52.36398,4.899996,good
552,alnus glutinosa,15,10.16,52.364017,4.9002,excellent
553,tilia cordata,15,10.16,52.364054,4.900389,fair
554,fagus sylvatica,15,10.16,52.363831,4.899228,good
555,fagus sylvatica,9,7.62,52.363855,4.899359,excellent
556,fraxinus excelsior,15,10.16,52.363878,4.899473,fair
557,ulmus minor,9,7.62,52.363911,4.899639,good
558,ulmus minor,15,10.16,52.363793,4.897401,excellent
559,quercus robur,18,12.7,52.365837,4.896492,fair
560,acer platanoides,15,10.16,52.363827,4.897572,good
561,ulmus minor,15,10.16,52.363864,4.897772,excellent
562,quercus robur,15,10.16,52.363897,4.897942,fair
563,quercus robur,15,10.16,52.36367,4.896762,good
564,acer platanoides,9,7.62,52.363667,4.894848,excellent
565,crataegus monogyna,15,10.16,52.363713,4.898573,excellent
566,acer platanoides,15,10.16,52.363739,4.898726,fair
567,quercus robur,15,10.16,52.363756,4.898834,good
568,acer pseudoplatanus,9,7.62,52.363775,4.898941,excellent
569,pinus nigra,15,10.16,52.363802,4.899088,fair
570,fraxinus excelsior,15,10.16,52.36347,4.89735,good
571,acer pseudoplatanus,15,10.16,52.363503,4.897523,excellent
572,quercus robur,18,12.7,52.363537,4.897705,fair
573,betula pendula,15,10.16,52.363544,4.89576,good
574,ulmus minor,15,10.16,52.36361,4.896447,excellent
575,alnus glutinosa,15,10.16,52.363617,4.895211,fair
576,acer pseudoplatanus,15,10.16,52.363973,4.89042,good
577,fraxinus excelsior,18,12.7,52.364121,4.89149,excellent
578,quercus robur,15,10.16,52.363939,4.892798,fair
579,quercus robur,18,12.7,52.363995,4.890259,good
580,fagus sylvatica,15,10.16,52.365524,4.886865,excellent
581,fagus sylvatica,18,12.7,52.365456,4.886985,fair
582,fagus sylvatica,15,10.16,52.36402,4.89008,good
583,quercus robur,18,12.7,52.358847,4.890537,fair
584,fraxinus excelsior,15,10.16,52.365177,4.888152,good
585,quercus robur,15,10.16,52.363718,4.894486,excellent
586,crataegus monogyna,15,10.16,52.358632,4.892719,excellent
587,acer pseudoplatanus,15,10.16,52.363855,4.891296,fair
588,tilia cordata,15,10.16,52.363896,4.893164,good
589,ulmus minor,15,10.16,52.358712,4.892733,excellent
590,acer pseudoplatanus,15,10.16,52.358788,4.892747,fair
591,crataegus monogyna,15,10.16,52.36647,4.885887,good
592,fraxinus excelsior,15,10.16,52.358862,4.892756,fair
593,acer pseudoplatanus,18,12.7,52.359491,4.89102,good
594,quercus robur,18,12.7,52.359381,4.891115,excellent
595,quercus robur,18,12.7,52.359234,4.891171,fair
596,betula pendula,9,7.62,52.366194,4.885696,good
597,crataegus monogyna,18,12.7,52.359107,4.891193,fair
598,acer platanoides,18,12.7,52.359051,4.890966,good
599,thuja occidentalis,18,12.7,52.359097,4.89106,excellent
600,quercus robur,18,12.7,52.359166,4.8911,fair
601,quercus robur,18,12.7,52.359224,4.891053,good
602,acer pseudoplatanus,18,12.7,52.359178,4.890934,excellent
603,ulmus minor,18,12.7,52.359204,4.890571,fair
604,quercus robur,18,12.7,52.359313,4.890705,good
605,eucalyptus globulus,9,5.08,52.363558,4.89349,good
606,ulmus minor,18,12.7,52.36358,4.893284,excellent
607,quercus robur,15,10.16,52.358725,4.890497,excellent
608,crataegus monogyna,15,10.16,52.358857,4.890334,fair
609,acer platanoides,18,12.7,52.359053,4.890301,excellent
610,ulmus minor,15,10.16,52.35915,4.890215,fair
611,betula pendula,15,10.16,52.359208,4.890068,good
612,acer pseudoplatanus,18,12.7,52.364071,4.889701,excellent
613,ulmus minor,9,7.62,52.363282,4.895532,fair
614,tilia cordata,15,10.16,52.363322,4.896584,good
615,acer pseudoplatanus,9,7.62,52.359442,4.896586,excellent
616,quercus robur,15,10.16,52.359432,4.896758,fair
617,betula pendula,6,2.54,52.359389,4.896911,good
618,quercus robur,15,10.16,52.359424,4.896947,excellent
619,fraxinus excelsior,15,10.16,52.364462,4.900938,good
620,alnus glutinosa,9,7.62,52.364173,4.899416,excellent
621,quercus robur,9,7.62,52.364066,4.898854,fair
622,crataegus monogyna,15,10.16,52.363569,4.895576,excellent
623,fraxinus excelsior,9,5.08,52.363592,4.895398,fair
624,acer pseudoplatanus,15,10.16,52.363607,4.898067,good
625,alnus glutinosa,15,10.16,52.365105,4.888277,fair
626,tilia cordata,15,10.16,52.365076,4.887649,good
627,fagus sylvatica,9,7.62,52.365008,4.887762,excellent
628,ulmus minor,9,7.62,52.364937,4.887888,fair
629,betula pendula,9,7.62,52.365027,4.888413,good
630,acer pseudoplatanus,15,10.16,52.363922,4.892967,excellent
631,quercus robur,9,7.62,52.363793,4.89392,fair
632,betula pendula,15,10.16,52.365383,4.887112,excellent
633,fagus sylvatica,15,10.16,52.365309,4.887242,fair
634,acer pseudoplatanus,15,10.16,52.365615,4.88739,good
635,fagus sylvatica,15,10.16,52.365229,4.887381,good
636,crataegus monogyna,9,7.62,52.365153,4.887513,excellent
637,fagus sylvatica,15,10.16,52.365246,4.888031,fair
638,alnus glutinosa,15,10.16,52.364523,4.888608,good
639,quercus robur,9,7.62,52.364601,4.88916,excellent
640,tilia cordata,15,10.16,52.3642,4.889172,fair
641,alnus glutinosa,15,10.16,52.36374,4.894304,good
642,acer pseudoplatanus,15,10.16,52.366396,4.886017,excellent
643,acer platanoides,9,7.62,52.36633,4.88613,fair
644,quercus robur,15,10.16,52.359188,4.89281,good
645,quercus robur,15,10.16,52.364447,4.888745,excellent
646,fraxinus excelsior,15,10.16,52.364377,4.888866,fair
647,quercus robur,9,5.08,52.36445,4.889442,good
648,acer pseudoplatanus,15,10.16,52.364518,4.889306,excellent
649,fagus sylvatica,15,10.16,52.363846,4.89353,fair
650,acer platanoides,15,10.16,52.36387,4.893345,good
651,acer platanoides,15,10.16,52.359113,4.892801,fair
652,crataegus monogyna,15,10.16,52.364937,4.888574,good
653,tilia cordata,15,10.16,52.364858,4.888027,excellent
654,quercus robur,15,10.16,52.364773,4.888175,fair
655,quercus robur,9,7.62,52.364685,4.888328,good
656,quercus robur,15,10.16,52.364842,4.888742,excellent
657,acer pseudoplatanus,15,10.16,52.364757,4.888888,fair
658,ulmus minor,15,10.16,52.364683,4.889018,good
659,fraxinus excelsior,15,10.16,52.366549,4.88575,excellent
660,acer pseudoplatanus,15,10.16,52.365673,4.886598,fair
661,fagus sylvatica,15,10.16,52.36577,4.887111,excellent
662,quercus robur,15,10.16,52.365841,4.88699,fair
663,quercus robur,18,12.7,52.365694,4.887245,good
664,quercus robur,15,10.16,52.366243,4.88628,excellent
665,crataegus monogyna,9,7.62,52.362196,4.895909,good
666,crataegus monogyna,15,10.16,52.365337,4.88787,good
667,ulmus minor,18,12.7,52.364291,4.889015,fair
668,quercus robur,15,10.16,52.365526,4.887542,good
669,acer platanoides,15,10.16,52.365435,4.8877,excellent
670,ulmus minor,15,10.16,52.363473,4.894088,fair
671,ulmus minor,9,7.62,52.364046,4.892035,good
672,fraxinus excelsior,9,7.62,52.364064,4.891901,excellent
673,acer pseudoplatanus,15,10.16,52.363821,4.893722,fair
674,quercus robur,9,5.08,52.365932,4.886828,excellent
675,fraxinus excelsior,6,2.54,52.35858,4.892572,fair
676,betula pendula,6,2.54,52.358794,4.892398,good
677,alnus glutinosa,6,2.54,52.358793,4.892577,excellent
678,fraxinus excelsior,6,2.54,52.358795,4.892518,fair
679,quercus robur,6,2.54,52.358792,4.892461,good
680,quercus robur,6,2.54,52.358585,4.892431,excellent
681,fagus sylvatica,6,2.54,52.358582,4.892498,fair
682,acer platanoides,9,7.62,52.35945,4.896477,excellent
683,fraxinus excelsior,9,5.08,52.361455,4.89388,good
684,quercus robur,9,5.08,52.361622,4.893941,fair
685,acer pseudoplatanus,9,5.08,52.362898,4.896138,good
686,ulmus minor,9,5.08,52.359326,4.886499,fair
687,fagus sylvatica,9,7.62,52.359119,4.88699,good
688,fagus sylvatica,9,7.62,52.358853,4.886961,fair
689,tilia cordata,9,7.62,52.366011,4.900401,fair
690,fagus sylvatica,9,7.62,52.36501,4.895034,good
691,ulmus minor,9,7.62,52.362542,4.888144,excellent
692,acer pseudoplatanus,15,10.16,52.366772,4.891651,good
693,quercus robur,9,5.08,52.360083,4.891884,fair
694,acer platanoides,9,5.08,52.361477,4.895853,good
695,tilia cordata,9,7.62,52.362384,4.889278,good
696,betula pendula,9,7.62,52.360418,4.896298,fair
697,acer pseudoplatanus,9,7.62,52.360299,4.896303,good
698,alnus glutinosa,9,7.62,52.359992,4.887302,excellent
699,fraxinus excelsior,15,10.16,52.366638,4.888814,fair
700,fraxinus excelsior,15,10.16,52.366576,4.888925,good
701,ulmus minor,15,10.16,52.366497,4.88906,excellent
702,ulmus minor,9,5.08,52.361892,4.898461,fair
703,acer pseudoplatanus,15,10.16,52.364875,4.897156,good
704,acer platanoides,9,5.08,52.362562,4.889913,good
705,acer platanoides,9,7.62,52.36553,4.891224,fair
706,betula pendula,9,7.62,52.359,4.899188,excellent
707,fraxinus excelsior,15,10.16,52.361201,4.895987,excellent
708,quercus robur,9,7.62,52.360282,4.89605,fair
709,quercus robur,15,10.16,52.360062,4.896065,fair
710,ulmus minor,15,10.16,52.359936,4.896072,excellent
711,acer pseudoplatanus,9,7.62,52.365373,4.898351,excellent
712,fraxinus excelsior,9,5.08,52.365254,4.899144,excellent
713,ulmus minor,15,10.16,52.365329,4.899534,good
714,crataegus monogyna,15,10.16,52.365333,4.898139,excellent
715,ulmus minor,9,5.08,52.365246,4.900793,excellent
716,ulmus minor,15,10.16,52.36491,4.897352,excellent
717,fagus sylvatica,15,10.16,52.364762,4.894921,fair
718,acer platanoides,15,10.16,52.364782,4.896663,good
719,ulmus minor,15,10.16,52.364738,4.896436,excellent
720,ulmus minor,15,10.16,52.364516,4.895749,fair
721,quercus robur,15,10.16,52.364144,4.895775,good
722,ulmus minor,9,7.62,52.35878,4.898782,good
723,fraxinus excelsior,9,7.62,52.358692,4.898818,excellent
724,fraxinus excelsior,15,10.16,52.363797,4.895799,excellent
725,ulmus minor,9,5.08,52.360627,4.896027,good
726,ulmus minor,9,5.08,52.365591,4.89952,good
727,ulmus minor,15,10.16,52.365152,4.893981,fair
728,ulmus minor,9,5.08,52.362551,4.889995,fair
729,ulmus minor,15,10.16,52.365182,4.893756,fair
730,fagus sylvatica,15,10.16,52.363094,4.895853,excellent
731,fraxinus excelsior,15,10.16,52.365104,4.894325,excellent
732,ulmus minor,9,7.62,52.364813,4.894515,fair
733,crataegus monogyna,9,7.62,52.364382,4.885721,excellent
734,ulmus minor,9,7.62,52.365085,4.894487,good
735,quercus robur,9,7.62,52.366333,4.889357,excellent
736,fagus sylvatica,9,7.62,52.36488,4.894023,good
737,fagus sylvatica,9,7.62,52.36182,4.896602,excellent
738,quercus robur,15,10.16,52.36513,4.894146,excellent
739,acer platanoides,15,10.16,52.365914,4.890072,excellent
740,betula pendula,9,7.62,52.365771,4.889701,fair
741,fraxinus excelsior,9,7.62,52.361837,4.893202,excellent
742,alnus glutinosa,9,5.08,52.361809,4.893396,fair
743,fraxinus excelsior,9,7.62,52.36178,4.886812,good
744,tilia cordata,15,10.16,52.361017,4.888383,excellent
745,fagus sylvatica,15,10.16,52.362515,4.89589,excellent
746,quercus robur,15,10.16,52.365888,4.889491,fair
747,alnus glutinosa,15,10.16,52.360708,4.889072,good
748,quercus robur,9,5.08,52.361276,4.887842,excellent
749,fraxinus excelsior,9,7.62,52.362358,4.887346,fair
750,crataegus monogyna,18,12.7,52.360483,4.899071,fair
751,acer platanoides,15,10.16,52.358819,4.891666,fair
752,acer platanoides,15,10.16,52.365463,4.890236,excellent
753,quercus robur,15,10.16,52.362467,4.888686,good
754,ulmus minor,9,7.62,52.361801,4.897954,fair
755,acer platanoides,9,7.62,52.361793,4.895468,fair
756,ulmus minor,15,10.16,52.36183,4.895204,good
757,tilia cordata,15,10.16,52.362064,4.893502,fair
758,crataegus monogyna,15,10.16,52.361999,4.892049,good
759,ulmus minor,9,7.62,52.361952,4.88732,excellent
760,alnus glutinosa,9,7.62,52.361961,4.892312,fair
761,fraxinus excelsior,15,10.16,52.364309,4.885828,fair
762,crataegus monogyna,9,7.62,52.361926,4.892565,good
763,fagus sylvatica,9,7.62,52.36189,4.892836,excellent
764,acer pseudoplatanus,15,10.16,52.361978,4.892195,fair
765,acer platanoides,9,7.62,52.362313,4.900756,excellent
766,alnus glutinosa,9,7.62,52.361759,4.897754,good
767,ulmus minor,9,7.62,52.360184,4.89631,excellent
768,acer platanoides,15,10.16,52.362154,4.892849,fair
769,quercus robur,15,10.16,52.362136,4.892983,good
770,quercus robur,9,7.62,52.362112,4.88746,excellent
771,fagus sylvatica,9,7.62,52.360488,4.900626,fair
772,acer platanoides,15,10.16,52.36214,4.899827,good
773,ulmus minor,15,10.16,52.362171,4.899998,excellent
774,crataegus monogyna,9,7.62,52.362219,4.900252,fair
775,crataegus monogyna,9,7.62,52.362233,4.900335,good
776,fraxinus excelsior,9,7.62,52.359165,4.898612,good
777,acer pseudoplatanus,9,7.62,52.361862,4.898281,excellent
778,crataegus monogyna,15,10.16,52.362311,4.899336,fair
779,acer pseudoplatanus,15,10.16,52.365225,4.891469,good
780,ulmus minor,15,10.16,52.365187,4.891739,excellent
781,fraxinus excelsior,9,7.62,52.362481,4.890479,good
782,alnus glutinosa,9,5.08,52.362574,4.889838,excellent
783,acer platanoides,9,5.08,52.360908,4.896266,fair
784,ulmus minor,9,5.08,52.359006,4.888555,good
785,quercus robur,9,5.08,52.358861,4.888875,excellent
786,fraxinus excelsior,15,10.16,52.364966,4.895359,fair
787,betula pendula,15,10.16,52.364936,4.89554,good
788,betula pendula,15,10.16,52.364917,4.895699,excellent
789,quercus robur,9,7.62,52.358897,4.899231,excellent
790,acer platanoides,9,7.62,52.359069,4.899156,fair
791,crataegus monogyna,15,10.16,52.364987,4.895208,excellent
792,acer platanoides,15,10.16,52.365906,4.900454,fair
793,fagus sylvatica,15,10.16,52.364186,4.886017,excellent
794,ulmus minor,15,10.16,52.364254,4.885914,excellent
795,ulmus minor,18,12.7,52.362087,4.899544,excellent
796,quercus robur,18,12.7,52.362102,4.899623,fair
797,acer platanoides,18,12.7,52.362774,4.888312,excellent
798,alnus glutinosa,9,5.08,52.358588,4.886948,excellent
799,quercus robur,9,5.08,52.361942,4.892445,excellent
800,crataegus monogyna,15,10.16,52.366344,4.888694,excellent
801,acer pseudoplatanus,9,7.62,52.36642,4.888539,fair
802,fraxinus excelsior,15,10.16,52.366512,4.888406,good
803,crataegus monogyna,9,5.08,52.362532,4.890091,good
804,quercus robur,9,7.62,52.362546,4.887521,good
805,fraxinus excelsior,9,5.08,52.362292,4.896184,excellent
806,ulmus minor,9,5.08,52.361762,4.893749,fair
807,fraxinus excelsior,9,5.08,52.362348,4.88953,good
808,fraxinus excelsior,9,7.62,52.364805,4.896786,good
809,quercus robur,15,10.16,52.362733,4.887657,excellent
810,ulmus minor,9,7.62,52.362816,4.88754,fair
811,fagus sylvatica,9,7.62,52.362907,4.887398,good
812,ulmus minor,9,7.62,52.363005,4.887248,excellent
813,tilia cordata,9,7.62,52.36311,4.887088,fair
814,fraxinus excelsior,9,7.62,52.363214,4.886937,good
815,fraxinus excelsior,9,7.62,52.363319,4.886776,excellent
816,tilia cordata,9,7.62,52.363418,4.886628,fair
817,tilia cordata,9,7.62,52.363523,4.886464,good
818,alnus glutinosa,9,7.62,52.363615,4.886323,excellent
819,fraxinus excelsior,9,7.62,52.363702,4.886187,fair
820,tilia cordata,9,7.62,52.363797,4.886047,good
821,acer pseudoplatanus,9,7.62,52.363893,4.8859,excellent
822,betula pendula,9,7.62,52.364012,4.885717,fair
823,acer platanoides,15,10.16,52.364099,4.885584,good
824,ulmus minor,9,7.62,52.362078,4.887089,excellent
825,quercus robur,9,7.62,52.362171,4.887175,good
826,quercus robur,9,7.62,52.365301,4.897956,excellent
827,quercus robur,9,7.62,52.359442,4.896348,good
828,quercus robur,9,5.08,52.361533,4.895469,fair
829,fraxinus excelsior,9,7.62,52.362264,4.900498,good
830,quercus robur,9,5.08,52.361952,4.89733,excellent
831,ulmus minor,9,5.08,52.359079,4.886476,excellent
832,acer platanoides,9,7.62,52.359385,4.886573,good
833,fagus sylvatica,9,7.62,52.3598,4.886651,good
834,betula pendula,9,7.62,52.366975,4.887607,good
835,crataegus monogyna,15,10.16,52.36019,4.896055,fair
836,quercus robur,9,7.62,52.360056,4.901002,excellent
837,ulmus minor,15,10.16,52.364949,4.897547,good
838,betula pendula,9,7.62,52.365795,4.900521,fair
839,fagus sylvatica,9,7.62,52.36055,4.900967,good
840,acer platanoides,9,5.08,52.364454,4.885612,fair
841,tilia cordata,15,10.16,52.364865,4.894136,good
842,ulmus minor,15,10.16,52.361895,4.896202,excellent
843,ulmus minor,9,7.62,52.361997,4.896196,fair
844,ulmus minor,9,7.62,52.360787,4.888886,excellent
845,ulmus minor,15,10.16,52.362483,4.888578,excellent
846,alnus glutinosa,9,5.08,52.362036,4.893722,fair
847,alnus glutinosa,9,7.62,52.361904,4.892712,fair
848,quercus robur,9,7.62,52.362183,4.892645,excellent
849,fagus sylvatica,15,10.16,52.361837,4.898151,fair
850,fraxinus excelsior,9,7.62,52.362302,4.889864,excellent
851,tilia cordata,9,5.08,52.363195,4.887524,excellent
852,crataegus monogyna,9,5.08,52.363404,4.887202,excellent
853,alnus glutinosa,9,7.62,52.361747,4.893856,fair
854,acer platanoides,9,5.08,52.362069,4.899431,good
855,fagus sylvatica,9,5.08,52.3624,4.899815,excellent
856,fraxinus excelsior,9,5.08,52.362376,4.899672,fair
857,quercus robur,9,7.62,52.363919,4.895796,good
858,betula pendula,9,7.62,52.365149,4.898597,excellent
859,quercus robur,9,7.62,52.364835,4.896945,fair
860,quercus robur,9,5.08,52.365508,4.891371,good
861,fraxinus excelsior,9,5.08,52.365343,4.890572,excellent
862,acer pseudoplatanus,9,7.62,52.362145,4.886055,excellent
863,crataegus monogyna,9,5.08,52.358624,4.898853,good
864,ulmus minor,9,5.08,52.358851,4.898747,excellent
865,fraxinus excelsior,9,7.62,52.366991,4.898461,fair
866,betula pendula,9,7.62,52.367003,4.898252,good
867,acer platanoides,9,7.62,52.365876,4.890147,good
868,quercus robur,9,5.08,52.363647,4.886837,excellent
869,quercus robur,18,12.7,52.3593,4.887545,excellent
870,alnus glutinosa,18,12.7,52.359873,4.889087,good
871,betula pendula,15,10.16,52.366008,4.889271,good
872,fraxinus excelsior,15,10.16,52.364446,4.896027,excellent
873,ulmus minor,6,2.54,52.360772,4.896275,fair
874,acer pseudoplatanus,9,5.08,52.360781,4.896015,good
875,tilia cordata,9,7.62,52.361106,4.896249,excellent
876,fagus sylvatica,9,5.08,52.361992,4.895922,fair
877,quercus robur,9,5.08,52.359446,4.886514,excellent
878,fraxinus excelsior,9,5.08,52.359636,4.886604,fair
879,betula pendula,18,12.7,52.36123,4.900879,excellent
880,fraxinus excelsior,24,17.78,52.361159,4.900864,fair
881,acer pseudoplatanus,24,17.78,52.361129,4.900951,good
882,acer platanoides,9,7.62,52.365201,4.893618,fair
883,quercus robur,15,10.16,52.362648,4.889256,excellent
884,quercus robur,9,7.62,52.361243,4.896243,good
885,quercus robur,15,10.16,52.361193,4.888009,fair
886,fagus sylvatica,18,12.7,52.366826,4.887864,excellent
887,quercus robur,9,7.62,52.365571,4.890916,good
888,fagus sylvatica,9,7.62,52.362046,4.887399,fair
889,quercus robur,15,10.16,52.361304,4.896242,excellent
890,fraxinus excelsior,15,10.16,52.362149,4.89096,excellent
891,acer platanoides,9,7.62,52.36243,4.890824,good
892,alnus glutinosa,24,17.78,52.359136,4.888414,fair
893,acer platanoides,18,12.7,52.358962,4.888605,good
894,acer pseudoplatanus,24,17.78,52.359541,4.887978,fair
895,quercus robur,24,17.78,52.359094,4.888448,excellent
896,crataegus monogyna,15,10.16,52.358722,4.886961,good
897,ulmus minor,24,17.78,52.359054,4.888503,good
898,tilia cordata,24,20.32,52.360497,4.900263,fair
899,acer pseudoplatanus,9,7.62,52.3647,4.896231,excellent
900,fagus sylvatica,6,2.54,52.365608,4.890666,excellent
901,fraxinus excelsior,9,5.08,52.364988,4.896335,fair
902,acer platanoides,9,5.08,52.365078,4.898219,good
903,acer pseudoplatanus,18,12.7,52.361355,4.895978,excellent
904,acer platanoides,15,10.16,52.360075,4.89632,good
905,fraxinus excelsior,15,10.16,52.365309,4.899428,excellent
906,fagus sylvatica,15,10.16,52.359894,4.894912,fair
907,quercus robur,15,10.16,52.35988,4.895122,excellent
908,fagus sylvatica,24,17.78,52.365049,4.898082,good
909,fraxinus excelsior,18,12.7,52.365045,4.894778,good
910,ulmus minor,18,12.7,52.365026,4.894914,excellent
911,crataegus monogyna,24,17.78,52.364789,4.894711,fair
912,fraxinus excelsior,24,17.78,52.364668,4.895625,good
913,quercus robur,24,17.78,52.364402,4.895757,excellent
914,fraxinus excelsior,24,17.78,52.366484,4.900204,fair
915,alnus glutinosa,15,10.16,52.364247,4.896042,excellent
916,acer pseudoplatanus,18,12.7,52.36404,4.896059,good
917,acer platanoides,15,10.16,52.365748,4.900326,fair
918,quercus robur,15,10.16,52.365635,4.899731,excellent
919,quercus robur,18,12.7,52.365459,4.90021,fair
920,ulmus minor,15,10.16,52.360072,4.892063,fair
921,alnus glutinosa,18,12.7,52.364957,4.893456,good
922,ulmus minor,15,10.16,52.360058,4.892269,fair
923,fraxinus excelsior,24,17.78,52.362748,4.895878,good
924,fagus sylvatica,24,17.78,52.362629,4.895886,excellent
925,fagus sylvatica,15,10.16,52.362067,4.897978,good
926,quercus robur,15,10.16,52.361855,4.896791,excellent
927,fagus sylvatica,15,10.16,52.361889,4.896977,fair
928,betula pendula,18,12.7,52.36186,4.89302,good
929,ulmus minor,24,17.78,52.362298,4.887292,excellent
930,fagus sylvatica,15,10.16,52.362583,4.900819,fair
931,alnus glutinosa,15,10.16,52.361921,4.897156,excellent
932,ulmus minor,18,12.7,52.365826,4.889599,excellent
933,alnus glutinosa,15,10.16,52.366202,4.888941,fair
934,ulmus minor,15,10.16,52.361788,4.893555,fair
935,ulmus minor,15,10.16,52.361668,4.894458,good
936,alnus glutinosa,24,17.78,52.361505,4.895659,fair
937,crataegus monogyna,24,17.78,52.361536,4.896491,excellent
938,ulmus minor,24,17.78,52.365552,4.891064,fair
939,quercus robur,24,17.78,52.365495,4.891489,good
940,acer platanoides,15,10.16,52.361612,4.8969,good
941,quercus robur,15,10.16,52.361647,4.897106,excellent
942,ulmus minor,15,10.16,52.361746,4.895834,fair
943,tilia cordata,18,12.7,52.361762,4.89569,good
944,ulmus minor,24,17.78,52.361992,4.887009,excellent
945,fagus sylvatica,15,10.16,52.361686,4.897324,good
946,alnus glutinosa,18,12.7,52.361727,4.897543,excellent
947,ulmus minor,24,17.78,52.365407,4.892121,fair
948,crataegus monogyna,24,17.78,52.365387,4.892271,good
949,betula pendula,15,10.16,52.362056,4.886228,excellent
950,acer pseudoplatanus,15,10.16,52.361932,4.88648,excellent
951,quercus robur,24,17.78,52.361892,4.886917,fair
952,quercus robur,15,10.16,52.362555,4.900653,excellent
953,betula pendula,15,10.16,52.362219,4.887553,fair
954,ulmus minor,18,12.7,52.36212,4.891168,excellent
955,fagus sylvatica,18,12.7,52.36273,4.888613,fair
956,acer pseudoplatanus,24,20.32,52.360544,4.900206,excellent
957,betula pendula,24,20.32,52.360369,4.900363,fair
958,ulmus minor,24,20.32,52.36032,4.900446,good
959,acer platanoides,18,12.7,52.362434,4.899988,excellent
960,acer platanoides,15,10.16,52.362462,4.900151,fair
961,acer platanoides,18,12.7,52.362492,4.90031,good
962,crataegus monogyna,18,12.7,52.362518,4.900467,excellent
963,quercus robur,24,17.78,52.365065,4.894634,good
964,quercus robur,15,10.16,52.362093,4.898129,good
